StoreID,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment
25,,19257,1981,No,Yes,None,Yes,Type A,Extended
,Friday,16946,855,Yes,Yes,Public Holiday,Yes,Type C,Extra
63,Saturday,4748,1209,Yes,Yes,,Yes,,
62,Thursday,1277,514,Yes,Yes,None,,Type D,Extended
,Saturday,19243,493,Yes,Yes,None,Yes,Type A,
58,Thursday,12563,795,Yes,Yes,Easter Holiday,Yes,Type C,Basic
58,Thursday,7792,1756,Yes,Yes,Easter Holiday,Yes,Type B,Extended
86,Monday,14918,943,Yes,Yes,None,,,Extended
49,Sunday,11374,1624,Yes,Yes,None,Yes,Type A,Extra
52,Monday,5675,703,,Yes,None,Yes,Type B,Extended
42,,2170,,Yes,,None,,Type C,Basic
70,Thursday,9681,232,Yes,Yes,None,Yes,Type C,Extended
15,Friday,11717,890,Yes,Yes,None,No,Type D,Extra
54,Sunday,13450,,Yes,Yes,None,Yes,Type B,Extended
60,Tuesday,11680,1437,Yes,No,Easter Holiday,Yes,Type B,
97,Wednesday,11068,1822,Yes,No,None,Yes,Type D,
8,Monday,3462,320,Yes,Yes,None,Yes,Type A,Extra
53,Saturday,14650,1075,Yes,Yes,Christmas,Yes,Type D,Extra
,Wednesday,1287,1561,No,No,None,Yes,Type B,Extended
5,Wednesday,19291,1169,Yes,,None,Yes,Type A,Basic
68,Sunday,2161,1913,Yes,,None,Yes,Type C,Basic
6,,17513,1315,Yes,No,None,Yes,Type C,Extended
96,Wednesday,,1643,Yes,Yes,Public Holiday,Yes,Type D,Extended
94,Tuesday,6983,1502,Yes,Yes,None,Yes,,Extended
47,Saturday,17527,887,Yes,No,None,No,Type B,Extended
,Saturday,9207,790,Yes,Yes,Easter Holiday,Yes,Type D,Extended
55,Saturday,15758,1457,No,Yes,None,Yes,Type B,
40,Thursday,1244,138,Yes,Yes,None,,Type B,Extra
52,Friday,18310,1416,Yes,Yes,None,No,,Extra
16,Saturday,,789,,Yes,None,Yes,Type A,Basic
13,Wednesday,3176,261,Yes,,Public Holiday,Yes,Type A,Basic
30,Wednesday,6002,1454,Yes,,None,Yes,Type C,Extra
19,Saturday,1886,1227,Yes,No,None,No,Type A,Basic
,,14721,260,Yes,,None,Yes,Type B,Extended
,Saturday,13142,1922,Yes,,None,Yes,,Basic
,,3654,1758,Yes,No,None,No,Type D,Basic
92,Thursday,12984,1177,Yes,Yes,Public Holiday,Yes,Type B,Basic
58,Monday,18755,,,Yes,None,Yes,Type C,
55,Monday,8135,341,Yes,No,None,Yes,Type D,
90,Saturday,1320,1066,Yes,Yes,None,Yes,Type B,Extra
90,,5654,989,Yes,Yes,None,Yes,Type B,Extra
62,Saturday,17131,212,Yes,Yes,None,No,Type B,Extra
23,Sunday,11770,1113,Yes,No,None,Yes,Type D,
9,Saturday,7553,417,Yes,Yes,None,,Type D,Extended
12,Monday,12559,122,Yes,Yes,Easter Holiday,Yes,Type A,Extra
1,Wednesday,10009,,Yes,Yes,None,Yes,Type A,Extra
58,Saturday,14482,923,Yes,No,None,,Type B,Extra
1,Wednesday,8498,1770,Yes,Yes,None,Yes,Type B,
34,Wednesday,7636,1241,Yes,Yes,None,Yes,,Extended
96,Tuesday,8362,800,Yes,Yes,None,Yes,Type B,Extended
48,Wednesday,17395,1766,No,Yes,,Yes,,Basic
89,Monday,17578,1118,Yes,Yes,Christmas,Yes,Type A,Basic
1,Thursday,,1335,Yes,Yes,None,No,Type C,Basic
,Thursday,16216,1541,Yes,Yes,Public Holiday,,Type B,Extended
61,Friday,19613,1236,Yes,No,None,Yes,Type A,Basic
64,Sunday,4009,1167,Yes,Yes,None,,Type B,Basic
63,Saturday,15209,227,Yes,,None,Yes,Type D,
69,Sunday,,975,Yes,No,None,Yes,,Extra
22,Monday,16029,,Yes,Yes,None,,Type A,Basic
93,Wednesday,3077,1908,Yes,Yes,None,Yes,,Extra
67,Thursday,,926,No,,None,Yes,Type C,Extended
76,Sunday,4867,1517,,Yes,None,No,Type D,Extended
26,Monday,17152,1990,Yes,Yes,None,Yes,Type C,Extended
16,,5873,951,Yes,Yes,None,Yes,Type A,Extra
51,Wednesday,9635,611,Yes,,None,Yes,Type C,
86,Sunday,1297,144,,Yes,None,Yes,Type D,
57,Thursday,14095,1231,Yes,No,,Yes,Type D,Basic
29,Saturday,10036,318,Yes,Yes,None,Yes,Type B,Extra
78,Saturday,2015,542,Yes,Yes,None,Yes,Type C,Extended
92,,2384,1953,Yes,Yes,Easter Holiday,Yes,Type C,Basic
69,Friday,9745,414,No,No,Public Holiday,Yes,Type A,Basic
47,Thursday,19734,276,Yes,No,None,Yes,Type D,Extended
94,Monday,18653,327,Yes,Yes,Easter Holiday,No,Type C,
62,,,1826,Yes,No,None,,Type A,Extra
69,Monday,8701,1795,No,No,Public Holiday,,Type B,Extended
76,Monday,11401,366,,Yes,,No,Type C,Extended
16,Thursday,16519,969,Yes,Yes,None,Yes,Type C,Extended
90,Monday,12864,937,No,Yes,None,Yes,Type A,Extended
90,,16681,1502,No,No,None,Yes,Type A,Extra
48,Wednesday,6543,588,Yes,No,None,Yes,Type D,Extra
85,Friday,19265,801,Yes,Yes,Easter Holiday,Yes,,Basic
39,Wednesday,13488,786,Yes,Yes,None,Yes,Type D,Extra
33,Monday,11079,1413,Yes,Yes,None,Yes,Type C,Basic
94,Wednesday,11744,,Yes,No,None,Yes,Type A,Basic
23,Saturday,4809,456,Yes,,Public Holiday,Yes,Type D,Extended
10,Saturday,8206,1780,Yes,Yes,,Yes,Type C,Basic
69,Monday,,1867,Yes,Yes,None,Yes,Type D,Extended
34,Thursday,16995,971,Yes,Yes,,Yes,Type B,Basic
52,Wednesday,17035,303,Yes,No,Easter Holiday,No,Type C,Extra
95,Thursday,12671,1336,Yes,Yes,None,,Type D,Extended
10,Thursday,14210,,,Yes,Public Holiday,Yes,Type D,Basic
19,Tuesday,18793,1910,Yes,,None,,Type B,Extra
,Monday,6197,422,No,Yes,None,Yes,Type B,Extra
96,Friday,16553,693,Yes,,None,Yes,Type D,Extended
1,Saturday,8452,280,,Yes,None,Yes,Type D,Extended
69,Saturday,9718,598,Yes,Yes,None,Yes,Type A,Extended
4,,15859,1443,Yes,No,,Yes,Type D,Basic
16,Sunday,3172,182,Yes,Yes,Easter Holiday,Yes,Type D,Extended
24,Sunday,14158,402,,Yes,Public Holiday,Yes,Type A,Extra
80,,17663,,Yes,Yes,None,Yes,Type A,Extra
2,Friday,12085,883,Yes,Yes,None,Yes,Type D,Extended
92,Saturday,4981,1323,Yes,Yes,None,Yes,Type A,Extended
32,Monday,6247,,,No,None,Yes,Type C,Extra
91,Saturday,11553,1013,Yes,No,,Yes,,Basic
84,Thursday,7135,791,Yes,No,None,Yes,Type C,Extra
24,Wednesday,6573,1043,Yes,Yes,,Yes,Type B,Extra
12,Wednesday,14731,782,Yes,No,Public Holiday,,Type B,Extra
50,Saturday,8189,1418,Yes,No,None,Yes,Type D,Extended
35,Tuesday,15541,1635,Yes,Yes,None,Yes,Type B,Basic
33,Friday,11878,788,,,None,Yes,Type C,Basic
33,Sunday,12087,495,,Yes,None,Yes,Type D,Extended
61,,14667,1872,Yes,No,None,Yes,,Extra
51,Friday,3776,1261,Yes,Yes,Public Holiday,Yes,Type C,Extended
43,Thursday,10311,938,Yes,No,None,Yes,Type D,Extended
12,Friday,8697,,No,Yes,None,Yes,Type B,Basic
67,Wednesday,,922,Yes,No,None,Yes,Type C,Basic
65,,,1252,Yes,Yes,None,Yes,Type B,Extended
33,,18046,148,Yes,Yes,None,Yes,Type D,Extended
40,Friday,9044,1799,Yes,Yes,Public Holiday,Yes,Type D,Basic
74,Friday,10615,888,Yes,,None,No,Type A,Basic
,Monday,,392,Yes,No,None,No,Type A,Extra
44,Friday,6060,,Yes,No,,Yes,,Extended
29,Monday,11900,635,Yes,Yes,None,Yes,Type A,Extra
13,Thursday,6581,410,,Yes,None,Yes,Type B,Extra
,Wednesday,3014,636,Yes,Yes,Public Holiday,Yes,Type B,Extra
95,Monday,13997,,Yes,Yes,None,,Type A,Basic
46,Tuesday,11635,333,Yes,Yes,None,,Type A,Extra
2,Monday,14648,1332,,No,Easter Holiday,Yes,Type A,Basic
35,Friday,8148,704,Yes,No,None,Yes,Type C,Basic
,Sunday,19748,193,Yes,Yes,None,Yes,Type C,Basic
81,Sunday,15022,,No,Yes,None,Yes,Type B,Extended
90,Thursday,6919,324,Yes,Yes,None,Yes,Type C,Extra
,Saturday,16886,1066,Yes,Yes,None,Yes,Type C,
93,Thursday,7638,,Yes,Yes,Christmas,Yes,Type D,Extended
26,Saturday,5651,1915,Yes,,Easter Holiday,Yes,Type B,Extended
74,,1609,110,Yes,Yes,None,No,Type B,Extended
,Sunday,8940,1452,,Yes,None,Yes,Type A,Basic
34,Monday,11348,1135,Yes,Yes,Public Holiday,No,Type D,Basic
7,Wednesday,4866,134,Yes,Yes,,Yes,Type A,Basic
68,Tuesday,17755,546,Yes,Yes,None,Yes,Type C,Extended
58,Thursday,17999,1575,Yes,No,None,Yes,,Basic
75,Friday,3253,1863,Yes,,None,Yes,Type C,Extra
29,Saturday,5942,1343,Yes,No,,Yes,,Basic
36,,13330,540,Yes,Yes,None,Yes,Type D,Basic
89,,1864,752,Yes,Yes,None,Yes,Type D,Extra
21,Saturday,2268,1658,Yes,Yes,,Yes,,Basic
36,Thursday,,,,Yes,,Yes,Type B,Basic
10,,14666,328,Yes,No,,Yes,Type D,Basic
73,Friday,13370,443,Yes,,None,Yes,Type D,Basic
24,Wednesday,6229,1203,,Yes,Easter Holiday,Yes,Type D,Extended
64,Thursday,17309,1476,Yes,Yes,Easter Holiday,,Type D,Basic
99,Sunday,19621,1519,Yes,Yes,None,Yes,Type B,Extra
49,Sunday,5054,1413,,No,None,,Type B,Extra
99,Thursday,1935,1578,No,Yes,None,Yes,Type C,Extended
36,Thursday,13172,1966,Yes,Yes,Public Holiday,Yes,Type C,Basic
82,,11530,1794,No,Yes,,Yes,Type C,Extra
96,Saturday,16560,1088,Yes,No,None,Yes,Type B,Extended
24,Thursday,,1251,Yes,Yes,None,Yes,Type A,Basic
23,Friday,17709,1825,Yes,,None,Yes,Type C,Extended
62,Wednesday,10726,,Yes,Yes,None,Yes,Type A,
96,Saturday,8774,1666,Yes,No,,Yes,Type A,Extended
37,,2985,1482,Yes,Yes,Christmas,Yes,Type A,Extended
12,Tuesday,15252,626,Yes,Yes,,Yes,Type D,Extra
55,Tuesday,5603,1436,Yes,No,None,Yes,Type B,Extra
13,Wednesday,16960,174,,No,None,No,Type B,Extended
23,Sunday,10462,1669,Yes,Yes,Easter Holiday,Yes,Type C,Basic
89,Monday,,1994,Yes,No,None,Yes,Type C,Basic
99,Monday,,295,Yes,Yes,,Yes,Type B,Basic
,Sunday,15246,1966,Yes,No,None,Yes,Type D,Basic
17,Saturday,5078,128,Yes,,None,Yes,Type B,Basic
62,Saturday,13853,,Yes,Yes,None,Yes,Type A,
,Saturday,18751,1120,Yes,No,None,No,Type B,Extended
89,,5042,,,No,None,Yes,Type D,Extra
86,Tuesday,17284,1546,,Yes,None,Yes,,Basic
13,Monday,15389,1712,Yes,No,None,Yes,Type B,Extended
59,Friday,3575,904,No,Yes,,,Type B,Basic
19,,7754,1716,Yes,,,Yes,Type A,Basic
49,Saturday,18965,1528,Yes,Yes,None,Yes,Type C,Extended
12,Tuesday,2986,1039,No,Yes,None,,Type D,Basic
61,Wednesday,19624,1759,Yes,Yes,None,Yes,Type A,Extra
,Wednesday,16470,1654,Yes,Yes,None,Yes,Type B,Extra
76,Thursday,6968,1066,Yes,Yes,Public Holiday,No,Type B,Extra
9,Tuesday,8493,1737,Yes,Yes,None,Yes,Type C,
71,Monday,5103,1200,Yes,Yes,None,Yes,Type C,Extra
28,Monday,3076,328,,No,None,Yes,Type C,Basic
78,Friday,3994,1061,Yes,Yes,,,Type A,
95,Friday,4744,1420,No,Yes,None,No,Type D,Extra
52,Monday,,1633,Yes,,None,,Type C,Extra
83,Wednesday,15523,814,Yes,Yes,None,Yes,Type B,Basic
16,Saturday,6594,1083,Yes,Yes,,Yes,Type D,Basic
69,Wednesday,,672,Yes,Yes,None,Yes,,Basic
99,Friday,8371,1661,Yes,Yes,None,Yes,,Basic
12,Thursday,15547,,Yes,Yes,None,Yes,Type D,
25,Monday,19028,714,Yes,Yes,None,Yes,Type A,Basic
52,Friday,,425,Yes,Yes,,Yes,,
85,Friday,14990,1486,Yes,,None,Yes,Type C,Basic
53,Saturday,15083,1792,Yes,Yes,,No,Type D,Basic
23,Monday,17626,,Yes,No,None,No,Type C,Basic
16,,8954,458,Yes,Yes,None,Yes,Type C,Extended
,Monday,8269,1829,,No,None,No,Type D,
39,Saturday,8130,1910,Yes,Yes,None,Yes,,Extended
53,Wednesday,7828,423,Yes,Yes,None,Yes,Type C,Extra
42,Thursday,9844,1821,Yes,No,None,No,Type B,Basic
58,Thursday,15220,1449,Yes,Yes,Public Holiday,,Type D,Extra
39,Monday,7331,1748,Yes,Yes,Easter Holiday,Yes,Type A,Basic
,Tuesday,14397,,Yes,Yes,None,No,Type C,Extended
95,Sunday,,264,Yes,No,Public Holiday,Yes,Type B,Basic
5,Friday,11291,1696,Yes,Yes,None,Yes,Type D,Extra
35,Friday,19542,1727,,Yes,None,Yes,Type D,Extra
87,Monday,11164,897,Yes,No,Christmas,Yes,Type B,Basic
93,Saturday,11450,554,No,Yes,Public Holiday,,Type A,Extra
75,Tuesday,3035,1276,Yes,No,Christmas,Yes,Type C,Extended
18,Wednesday,,1860,Yes,Yes,,Yes,Type D,Basic
76,Saturday,,1250,Yes,No,None,Yes,,Extended
9,Saturday,18241,292,Yes,Yes,None,Yes,Type C,Extended
74,Monday,13182,726,Yes,Yes,None,Yes,Type A,
58,Monday,1298,1897,Yes,Yes,None,Yes,Type C,Basic
17,Friday,1923,629,,Yes,Easter Holiday,Yes,Type C,Extended
7,Monday,14331,1133,No,Yes,None,Yes,Type A,Extended
46,Monday,7578,191,,Yes,,,Type C,Basic
13,Monday,5875,238,Yes,Yes,,Yes,Type D,Extra
40,,,580,Yes,Yes,None,No,Type D,Extended
42,Wednesday,19186,548,Yes,Yes,None,Yes,Type A,Basic
,Wednesday,11905,1456,Yes,Yes,Christmas,Yes,Type A,
,Sunday,14353,968,Yes,Yes,None,Yes,Type C,Extended
27,,16882,439,Yes,Yes,None,Yes,Type C,Extended
66,,10663,1175,Yes,Yes,Easter Holiday,Yes,Type A,Extended
5,Sunday,1941,,,Yes,Christmas,Yes,Type B,
29,,2907,565,No,No,Public Holiday,Yes,,Extra
37,Wednesday,5837,817,Yes,Yes,Easter Holiday,Yes,Type B,Basic
38,Saturday,14680,898,Yes,Yes,None,No,Type B,Basic
,,18627,574,Yes,Yes,Easter Holiday,,Type A,Extended
8,Wednesday,6696,500,No,No,None,,Type A,Basic
,Friday,,1562,Yes,Yes,None,Yes,Type A,Extra
86,Sunday,14543,704,Yes,No,,Yes,Type B,Basic
17,,13615,1031,Yes,Yes,None,Yes,Type D,Basic
71,Friday,2466,,Yes,No,None,No,Type D,Extended
89,Monday,,1021,No,Yes,None,Yes,Type A,Extended
,Thursday,1375,920,,Yes,None,Yes,,Extra
4,Wednesday,1262,756,Yes,Yes,None,Yes,Type C,Basic
36,Thursday,12580,697,Yes,No,Public Holiday,Yes,Type C,Basic
70,Friday,11136,1632,Yes,,None,Yes,,Basic
31,Friday,8833,1276,Yes,Yes,None,Yes,Type A,Extended
19,Friday,2893,613,Yes,Yes,,,Type D,Extra
61,Thursday,9106,1626,Yes,Yes,,Yes,Type D,Basic
54,Friday,12826,1977,Yes,Yes,None,No,Type A,Basic
39,,2652,1895,Yes,Yes,None,Yes,Type A,
91,Friday,,1799,Yes,Yes,,Yes,Type B,Basic
74,Tuesday,19296,1129,Yes,No,Christmas,No,Type B,Extra
90,Sunday,9792,599,Yes,Yes,Easter Holiday,Yes,Type D,Extra
19,,4637,1784,Yes,Yes,None,Yes,Type C,Extra
39,Tuesday,11355,816,Yes,Yes,None,,,Extended
,Friday,16989,1241,,No,,,Type B,Basic
45,Monday,10290,1608,Yes,,None,Yes,,Basic
13,Wednesday,6599,700,Yes,Yes,None,Yes,Type B,Basic
92,Saturday,15342,,Yes,No,None,Yes,Type B,Basic
58,Sunday,14945,1802,No,No,None,Yes,Type C,Extra
20,Saturday,11762,567,,,None,Yes,Type C,Extended
92,Friday,15312,260,Yes,Yes,None,Yes,Type B,
72,Sunday,8382,369,Yes,No,None,No,,Basic
61,Sunday,9982,1179,Yes,Yes,Easter Holiday,Yes,Type C,Extra
39,Monday,8707,327,Yes,Yes,None,Yes,Type B,Extended
1,Sunday,18130,948,Yes,Yes,None,Yes,Type A,Extended
,Thursday,5633,248,Yes,Yes,None,No,Type A,Basic
77,Tuesday,18304,1169,Yes,No,None,No,Type D,Extended
92,Tuesday,10269,1267,Yes,Yes,None,No,Type D,Basic
62,Tuesday,14778,1873,No,Yes,None,No,Type C,Extra
63,Thursday,8008,1907,,No,None,Yes,Type A,Basic
25,Saturday,16523,731,Yes,Yes,None,Yes,Type C,Extended
56,,19765,,Yes,Yes,Easter Holiday,Yes,Type B,
33,Sunday,4618,512,Yes,No,Christmas,Yes,Type C,Basic
38,Thursday,1272,1855,Yes,Yes,None,Yes,Type A,Basic
,Tuesday,14007,619,No,,,Yes,Type D,Basic
58,Friday,19157,1467,No,Yes,None,Yes,Type C,Basic
,Wednesday,3547,486,Yes,Yes,Public Holiday,No,Type D,
,Sunday,4164,1596,Yes,No,,Yes,Type C,Extended
32,Thursday,15414,,Yes,Yes,,Yes,Type B,Basic
45,Thursday,15327,452,Yes,Yes,None,Yes,Type A,Extended
61,Monday,16576,,,Yes,Easter Holiday,Yes,Type C,Basic
47,Monday,1946,,Yes,,None,,,Extra
21,Thursday,15693,,Yes,No,None,Yes,Type B,Basic
80,Tuesday,,1759,Yes,No,,Yes,Type B,Extended
85,Wednesday,16540,1325,Yes,No,Easter Holiday,Yes,Type D,Extended
,,7719,1785,Yes,Yes,None,Yes,Type D,Extra
36,Monday,,657,Yes,No,None,Yes,,
,Sunday,12350,212,Yes,Yes,None,Yes,Type B,Extra
19,,4590,1214,Yes,No,,Yes,Type C,Basic
20,Sunday,11064,240,Yes,No,None,Yes,Type C,
57,Friday,18576,1412,Yes,Yes,None,Yes,Type A,Extended
18,Monday,18848,829,Yes,,None,Yes,Type C,Extra
47,,1390,688,Yes,Yes,None,,Type A,Extra
49,Tuesday,,510,Yes,Yes,None,No,Type A,Extended
14,Wednesday,,476,Yes,No,None,No,,Extended
15,Wednesday,14029,1507,No,Yes,None,,Type D,Extra
31,Friday,14107,1969,,Yes,None,Yes,Type C,Extended
1,Tuesday,3560,1275,,Yes,,Yes,Type B,Basic
54,Saturday,,1958,Yes,No,None,,Type A,
3,Tuesday,16284,850,Yes,,None,Yes,Type B,Extra
16,Wednesday,2211,726,Yes,Yes,None,Yes,Type A,Extended
87,Saturday,10121,1442,Yes,Yes,None,Yes,Type C,Basic
57,Monday,,,Yes,Yes,None,Yes,Type A,Extra
75,Monday,18027,1729,No,Yes,,No,Type C,Extra
12,Sunday,9693,,Yes,No,None,Yes,Type B,Basic
74,Thursday,9921,1683,Yes,Yes,Easter Holiday,Yes,,Extended
,Wednesday,18667,802,,Yes,None,Yes,Type B,Extended
16,Thursday,11310,561,Yes,Yes,None,Yes,Type C,Extended
72,Saturday,13744,111,Yes,Yes,None,Yes,Type A,Extended
76,Wednesday,5386,1279,Yes,Yes,Public Holiday,Yes,Type A,Basic
24,Friday,18303,1807,Yes,Yes,None,Yes,Type C,Basic
28,Tuesday,,576,Yes,Yes,None,Yes,Type B,Extra
8,Friday,19723,1038,Yes,Yes,None,Yes,Type B,Extra
92,Saturday,15257,500,Yes,Yes,None,,Type B,Basic
36,Wednesday,9947,907,Yes,No,None,Yes,Type C,Extra
90,Saturday,14946,276,No,Yes,None,Yes,Type C,Basic
8,Tuesday,6930,1464,No,No,Easter Holiday,Yes,Type C,Extended
58,Monday,6402,156,Yes,,Christmas,Yes,Type C,Basic
60,Monday,17017,1978,Yes,Yes,None,Yes,Type B,Basic
50,Saturday,1507,1975,Yes,No,Christmas,,Type B,Extra
28,Thursday,2436,547,No,Yes,None,Yes,Type D,
92,,,302,Yes,Yes,None,Yes,,Extended
41,Wednesday,9750,1820,Yes,Yes,None,Yes,Type D,Extended
64,Monday,,1756,Yes,Yes,None,No,Type C,Extra
27,Sunday,8354,,Yes,Yes,None,Yes,Type D,Extra
63,Friday,12294,301,Yes,,None,Yes,Type B,Basic
17,Sunday,14840,1453,Yes,Yes,Public Holiday,Yes,Type B,Extra
73,,5399,462,No,Yes,None,No,Type D,Extended
33,Friday,6037,991,Yes,Yes,None,No,Type A,Extra
84,Friday,16848,553,Yes,Yes,None,,Type C,Extra
77,Saturday,4715,455,Yes,Yes,None,Yes,Type D,Extended
92,Monday,15877,315,Yes,,None,No,Type D,Basic
29,,8837,1071,Yes,Yes,,Yes,,Basic
13,Sunday,2301,654,Yes,Yes,None,No,Type B,Extra
46,Monday,8370,986,Yes,No,None,Yes,,Extended
35,,19539,122,No,,None,No,Type B,Extended
6,Monday,,254,Yes,Yes,None,No,Type C,Extended
82,Saturday,7365,1309,Yes,No,Easter Holiday,Yes,Type A,Basic
69,Thursday,16449,348,Yes,,None,Yes,Type B,Extended
47,Friday,1692,848,Yes,Yes,None,Yes,Type D,Extended
,Saturday,2478,904,No,No,None,Yes,Type A,Basic
66,,7396,233,,Yes,None,Yes,Type A,Extended
10,Tuesday,,420,Yes,No,None,Yes,Type A,Basic
56,Thursday,11622,489,Yes,Yes,None,Yes,,Extra
30,Wednesday,17825,533,Yes,Yes,None,No,Type A,Extra
5,Friday,,1145,Yes,Yes,None,Yes,Type C,
33,Sunday,3646,972,Yes,,None,Yes,Type C,Extra
65,Monday,,1723,Yes,,None,No,Type A,Extra
18,Friday,7533,1788,Yes,Yes,None,,,Basic
96,Saturday,8211,1248,Yes,No,Christmas,Yes,Type D,Basic
,Tuesday,10927,1202,Yes,Yes,Easter Holiday,Yes,,Basic
11,Saturday,12927,957,Yes,Yes,None,No,Type B,Extended
85,,10316,150,Yes,Yes,None,Yes,Type A,Extra
26,Thursday,13177,1851,,,Easter Holiday,No,,Extended
63,Tuesday,11846,275,Yes,Yes,None,No,Type C,
89,Wednesday,8933,969,Yes,Yes,Public Holiday,No,Type C,Extended
86,Wednesday,6476,352,Yes,No,None,Yes,Type B,Extra
59,Thursday,14853,1065,Yes,Yes,Easter Holiday,No,Type B,Extended
27,Thursday,,1369,Yes,Yes,Easter Holiday,Yes,Type D,Extra
49,Sunday,3080,838,Yes,No,None,Yes,Type B,Extra
77,Monday,7089,1229,Yes,No,None,No,Type B,Extra
33,Sunday,8797,,No,Yes,None,Yes,Type A,Extended
98,Sunday,18245,1439,,Yes,None,Yes,Type C,Extra
99,Wednesday,9346,401,Yes,No,None,,Type C,Extra
1,Tuesday,1904,647,,Yes,,,,Basic
21,Wednesday,18653,815,Yes,No,None,No,Type C,Extended
55,Monday,17788,878,Yes,Yes,None,Yes,Type C,Basic
6,Saturday,10974,367,Yes,Yes,Easter Holiday,Yes,Type D,Basic
92,Thursday,2184,1293,Yes,Yes,None,,Type C,Extended
81,Thursday,2725,1109,Yes,No,None,Yes,Type B,Basic
69,Monday,12380,650,Yes,No,None,Yes,Type D,Extra
95,,14057,1578,,Yes,None,Yes,Type C,
5,Tuesday,6606,1774,Yes,,None,Yes,Type C,Basic
,Thursday,4956,1415,Yes,Yes,Christmas,No,,Extra
53,Friday,17555,1687,Yes,Yes,None,Yes,Type D,Basic
23,Sunday,,1922,Yes,No,None,Yes,,Extra
53,Thursday,17081,1924,Yes,No,None,Yes,Type A,Extended
37,Friday,1421,1264,Yes,No,None,Yes,Type A,Basic
74,Monday,,1269,Yes,No,Public Holiday,Yes,Type C,Extended
74,Monday,17288,1548,No,Yes,None,Yes,Type C,Basic
83,Sunday,16966,413,Yes,Yes,,Yes,Type D,Extra
17,Thursday,16882,283,No,No,None,No,Type D,Basic
85,Wednesday,5675,1787,Yes,Yes,Christmas,Yes,Type C,Extended
78,Friday,10082,,Yes,Yes,None,Yes,Type C,Extra
73,Tuesday,14009,227,Yes,Yes,Easter Holiday,Yes,Type C,Extra
1,Thursday,7748,1410,Yes,Yes,None,No,Type C,Extended
51,Tuesday,,1946,Yes,No,None,,Type A,Extended
45,Thursday,,1376,Yes,Yes,None,No,Type D,Basic
77,Wednesday,,1901,No,No,None,No,Type B,Basic
,Wednesday,12348,799,Yes,Yes,,Yes,Type C,Extra
62,Sunday,10782,485,Yes,Yes,None,,,Extended
65,Sunday,6882,1353,Yes,Yes,None,Yes,Type C,Extended
32,,,370,Yes,Yes,Public Holiday,No,Type B,Basic
34,Saturday,,1894,Yes,Yes,None,Yes,Type D,Basic
92,Wednesday,9415,910,Yes,Yes,None,Yes,Type D,Extra
95,Monday,13466,514,Yes,Yes,,Yes,Type C,Extended
72,Monday,10846,297,Yes,Yes,None,Yes,Type C,Extended
,Saturday,13720,1446,Yes,Yes,,Yes,Type D,Extended
,Friday,10145,1179,Yes,Yes,None,Yes,Type B,Extended
34,Tuesday,5524,930,No,Yes,None,Yes,Type C,Basic
54,Thursday,7559,1326,Yes,Yes,None,Yes,Type B,
3,Thursday,8620,1906,Yes,No,None,Yes,Type B,Basic
50,Saturday,4124,1744,No,Yes,Easter Holiday,Yes,Type D,Extra
12,Monday,9671,,Yes,,None,Yes,Type C,Extended
65,Sunday,12706,703,Yes,No,None,No,Type A,Basic
54,Thursday,18737,1261,Yes,Yes,None,Yes,Type D,Extended
5,Monday,13070,1545,Yes,No,None,Yes,Type D,Basic
94,Friday,9134,1938,Yes,Yes,None,Yes,,Extra
94,Tuesday,1924,1180,Yes,No,None,Yes,,Basic
,Friday,,1685,Yes,No,Easter Holiday,Yes,Type B,Extra
17,Saturday,6506,1109,,Yes,Christmas,Yes,Type B,
47,,14650,170,Yes,Yes,None,,Type B,Basic
,Wednesday,3395,,No,Yes,None,No,Type C,Basic
79,Wednesday,16310,693,Yes,Yes,None,Yes,Type D,Basic
85,Friday,9226,1495,Yes,Yes,None,Yes,,Extended
14,Thursday,12781,1740,Yes,Yes,None,No,,Extra
66,Tuesday,6515,699,Yes,Yes,Christmas,Yes,Type D,Extra
75,Wednesday,,613,No,Yes,None,Yes,Type D,Basic
51,Saturday,17972,1995,Yes,No,None,Yes,Type A,
,Saturday,12410,183,Yes,No,Easter Holiday,Yes,Type B,Extra
64,Wednesday,10095,1093,Yes,Yes,None,Yes,,Extra
98,,11361,1166,Yes,Yes,None,,Type C,Extra
38,,9531,,Yes,Yes,None,Yes,Type A,Extra
50,Wednesday,5270,938,Yes,Yes,None,Yes,Type D,Extra
98,Tuesday,10906,705,No,No,None,Yes,Type D,Basic
,Saturday,17940,909,Yes,,None,Yes,Type D,Basic
30,Wednesday,12279,232,No,Yes,None,No,Type A,Basic
79,Friday,6452,1518,Yes,No,Christmas,Yes,Type C,
91,Sunday,7477,1188,Yes,No,None,No,Type A,
51,,,389,No,Yes,None,Yes,Type C,Extra
63,Saturday,7470,475,No,Yes,None,No,Type B,Basic
,Tuesday,3062,868,,Yes,None,Yes,Type C,Extra
52,Friday,10030,566,Yes,Yes,None,,Type B,Basic
38,Tuesday,2813,1336,Yes,No,Easter Holiday,Yes,Type C,Extra
97,Friday,12671,1271,Yes,Yes,Easter Holiday,Yes,Type B,Basic
88,Friday,15308,1696,,Yes,None,Yes,Type B,Extended
79,Tuesday,3313,,Yes,No,Easter Holiday,Yes,Type D,Extra
30,Thursday,10706,248,Yes,No,None,No,Type C,Extra
51,Friday,18615,,,No,None,,Type D,Basic
