Unnamed: 0,passenger_id,name,age,sibsp,parch,fare,cabin,boat,body,survived,sex_female,pclass_1,pclass_2,pclass_3,title,familysize,isalone
269,618,15,35.0,0,0,8.05,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
270,1102,604,7.0,4,1,39.6875,0,0,0.0,0,0.0,0.0,0.0,1.0,6,6,0
271,968,471,36.0,1,0,15.55,0,22,0.0,0,0.0,0.0,0.0,1.0,10,2,0
272,1191,707,20.0,0,0,8.05,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
273,393,217,25.0,0,0,31.5,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
274,652,50,23.0,0,0,7.8542,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
275,506,528,64.0,0,0,10.5,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
276,856,338,29.461300741839764,0,0,7.75,0,11,0.0,1,1.0,0.0,0.0,1.0,7,1,1
277,1230,752,2.0,0,1,10.4625,133,0,0.0,0,1.0,0.0,0.0,1.0,7,2,0
278,597,824,29.461300741839764,0,0,13.0,0,8,0.0,1,0.0,0.0,1.0,0.0,10,1,1
279,1273,787,18.0,2,0,18.0,0,0,0.0,0,1.0,0.0,0.0,1.0,7,3,0
280,1100,602,29.0,0,4,21.075,0,0,206.0,0,1.0,0.0,0.0,1.0,11,5,0
281,379,171,31.0,1,1,26.25,0,8,0.0,1,1.0,0.0,1.0,0.0,11,3,0
282,643,42,5.0,4,2,31.3875,0,9,0.0,1,1.0,0.0,0.0,1.0,7,7,0
283,74,162,29.461300741839764,0,0,52.0,1,0,0.0,0,0.0,1.0,0.0,0.0,10,1,1
284,258,710,30.0,0,0,31.0,0,14,0.0,1,1.0,1.0,0.0,0.0,7,1,1
285,69,153,29.461300741839764,0,1,55.0,114,18,0.0,1,1.0,1.0,0.0,0.0,11,2,0
286,966,469,25.0,0,0,7.775,0,0,0.0,0,1.0,0.0,0.0,1.0,7,1,1
287,307,813,21.0,0,1,77.2875,91,0,169.0,0,0.0,1.0,0.0,0.0,10,2,0
288,2,17,2.0,1,2,151.55,55,0,0.0,0,1.0,1.0,0.0,0.0,7,4,0
289,687,102,20.0,0,0,7.8542,0,0,0.0,0,1.0,0.0,0.0,1.0,7,1,1
290,479,449,3.0,1,2,41.5792,0,8,0.0,1,1.0,0.0,1.0,0.0,7,4,0
291,914,412,33.0,0,0,7.8542,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
292,1055,562,29.461300741839764,0,0,7.8958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
293,1240,764,1.0,0,1,8.5167,0,11,0.0,1,0.0,0.0,0.0,1.0,6,2,0
294,476,442,30.0,1,1,26.0,0,0,0.0,0,0.0,0.0,1.0,0.0,13,3,0
295,321,830,62.0,0,0,26.55,0,0,0.0,0,0.0,1.0,0.0,0.0,10,1,1
296,456,373,60.0,1,0,26.0,0,0,0.0,0,1.0,0.0,1.0,0.0,11,2,0
297,136,306,53.0,0,0,28.5,65,23,0.0,1,0.0,1.0,0.0,0.0,1,1,1
298,604,4,16.0,0,0,7.65,0,11,0.0,1,1.0,0.0,0.0,1.0,7,1,1
299,1218,737,30.0,0,0,8.05,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
300,1159,671,29.461300741839764,0,0,8.05,0,24,0.0,1,1.0,0.0,0.0,1.0,7,1,1
301,1119,620,22.0,0,0,7.25,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
302,224,607,45.5,0,0,28.5,49,0,166.0,0,0.0,1.0,0.0,0.0,10,1,1
303,499,513,30.0,0,0,13.0,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
304,1127,626,19.0,0,0,7.8958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
305,703,129,21.0,0,0,7.75,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
306,656,54,33.0,3,0,15.85,0,0,0.0,1,1.0,0.0,0.0,1.0,11,4,0
307,897,397,33.0,0,0,7.775,0,0,37.0,0,0.0,0.0,0.0,1.0,10,1,1
308,288,759,48.0,0,0,25.9292,87,20,0.0,1,1.0,1.0,0.0,0.0,11,1,1
309,195,493,16.0,0,0,86.5,37,20,0.0,1,1.0,1.0,0.0,0.0,7,1,1
310,250,680,18.0,2,2,262.375,31,14,0.0,1,1.0,1.0,0.0,0.0,7,5,0
311,662,56,40.0,0,0,7.225,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
312,423,292,34.0,0,0,13.0,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
313,854,332,29.461300741839764,0,0,6.8583,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
314,620,20,32.0,0,0,22.525,0,0,260.0,0,0.0,0.0,0.0,1.0,10,1,1
315,1269,783,33.0,0,0,9.5,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
316,904,402,23.0,0,0,7.8958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
317,632,29,39.0,1,5,31.275,0,0,0.0,0,1.0,0.0,0.0,1.0,11,7,0
318,1096,599,2.0,3,1,21.075,0,0,4.0,0,0.0,0.0,0.0,1.0,6,5,0
319,25,85,25.0,0,0,26.0,0,0,148.0,0,0.0,1.0,0.0,0.0,10,1,1
320,77,173,37.0,1,1,83.1583,121,0,0.0,0,0.0,1.0,0.0,0.0,10,3,0
321,1303,836,29.461300741839764,0,0,14.4583,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
322,799,255,18.0,0,0,7.7958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
323,334,60,28.0,0,0,10.5,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
324,787,241,16.0,0,0,7.775,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
325,392,845,24.0,1,0,27.7208,0,4,0.0,1,1.0,0.0,1.0,0.0,11,2,0
326,1270,784,28.0,0,0,9.5,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
327,169,380,50.0,0,0,28.7125,63,0,0.0,0,1.0,1.0,0.0,0.0,7,1,1
328,1175,693,29.461300741839764,8,2,69.55,0,0,0.0,0,1.0,0.0,0.0,1.0,7,11,0
329,700,126,17.0,0,0,8.6625,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
330,822,297,41.0,0,0,7.85,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
331,1060,570,18.0,0,0,7.775,0,26,0.0,1,1.0,0.0,0.0,1.0,7,1,1
332,969,472,30.0,1,0,15.55,0,22,0.0,0,1.0,0.0,0.0,1.0,11,2,0
333,231,630,52.0,0,0,30.5,44,18,0.0,1,0.0,1.0,0.0,0.0,5,1,1
334,971,475,29.461300741839764,0,0,7.8792,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
335,846,319,20.0,0,0,9.5,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
336,805,260,29.461300741839764,0,0,56.4958,0,5,0.0,1,0.0,0.0,0.0,1.0,10,1,1
337,460,383,24.0,2,1,27.0,0,4,0.0,1,1.0,0.0,1.0,0.0,11,4,0
338,66,151,36.0,0,0,262.375,33,14,0.0,1,1.0,1.0,0.0,0.0,7,1,1
339,223,606,29.461300741839764,0,0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0,10,1,1
340,631,28,26.0,0,0,7.775,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
341,609,9,26.0,0,0,8.05,0,0,103.0,0,0.0,0.0,0.0,1.0,10,1,1
342,1135,640,29.461300741839764,0,0,7.8958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
343,845,316,24.0,1,0,15.85,0,9,0.0,1,1.0,0.0,0.0,1.0,11,2,0
344,222,597,28.5,0,0,27.7208,101,0,189.0,0,0.0,1.0,0.0,0.0,10,1,1
345,234,646,38.0,0,0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0,4,1,1
346,1202,720,29.461300741839764,0,0,8.05,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
347,511,551,62.0,0,0,9.6875,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
348,215,565,58.0,0,2,113.275,103,0,122.0,0,0.0,1.0,0.0,0.0,10,3,0
349,925,422,44.0,0,0,8.05,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
350,32,91,30.0,0,0,164.8667,73,20,0.0,1,1.0,1.0,0.0,0.0,7,1,1
351,701,127,17.0,0,0,8.6625,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
352,332,57,23.0,0,0,10.5,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
353,127,277,35.0,1,0,53.1,48,26,0.0,1,1.0,1.0,0.0,0.0,11,2,0
354,979,484,51.0,0,0,7.0542,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
355,539,637,27.0,0,0,15.0333,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
356,1072,579,29.461300741839764,0,0,7.7333,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
357,267,732,56.0,0,0,30.6958,9,0,0.0,0,0.0,1.0,0.0,0.0,10,1,1
358,501,520,13.0,0,1,19.5,0,8,0.0,1,1.0,0.0,1.0,0.0,7,2,0
359,1262,846,29.461300741839764,1,1,14.5,0,0,0.0,0,0.0,0.0,0.0,1.0,6,3,0
360,606,7,20.0,0,0,7.925,0,9,0.0,1,0.0,0.0,0.0,1.0,10,1,1
361,886,389,29.461300741839764,0,0,7.75,0,26,0.0,1,1.0,0.0,0.0,1.0,7,1,1
362,585,803,27.0,1,0,26.0,0,0,293.0,0,0.0,0.0,1.0,0.0,10,2,0
363,588,806,4.0,1,1,23.0,0,8,0.0,1,1.0,0.0,1.0,0.0,7,3,0
364,1157,669,18.0,1,1,20.2125,0,0,0.0,0,0.0,0.0,0.0,1.0,10,3,0
365,599,837,24.0,0,0,13.0,0,0,0.0,0,1.0,0.0,1.0,0.0,7,1,1
366,990,494,29.0,0,0,7.925,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
367,80,187,29.461300741839764,0,0,26.55,0,0,0.0,0,0.0,1.0,0.0,0.0,10,1,1
368,251,681,21.0,2,2,262.375,31,14,0.0,1,1.0,1.0,0.0,0.0,7,5,0
369,1109,609,29.461300741839764,0,0,8.7125,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
370,823,298,31.0,1,1,20.525,0,25,0.0,1,1.0,0.0,0.0,1.0,11,3,0
371,1051,555,33.0,0,0,8.05,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
372,919,415,18.5,0,0,7.2292,0,0,58.0,0,0.0,0.0,0.0,1.0,10,1,1
373,23,81,42.0,0,0,227.525,0,14,0.0,1,1.0,1.0,0.0,0.0,7,1,1
374,54,140,11.0,1,2,120.0,42,14,0.0,1,0.0,1.0,0.0,0.0,6,4,0
375,1151,660,29.461300741839764,0,0,14.5,0,0,0.0,0,1.0,0.0,0.0,1.0,11,1,1
376,216,566,19.0,0,2,26.2833,102,15,0.0,1,1.0,1.0,0.0,0.0,7,3,0
377,1046,552,22.0,0,0,7.8958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
378,151,333,27.0,0,0,76.7292,104,13,0.0,1,0.0,1.0,0.0,0.0,10,1,1
379,923,421,29.461300741839764,0,0,7.75,0,26,0.0,1,1.0,0.0,0.0,1.0,7,1,1
380,46,124,29.461300741839764,0,0,31.0,0,0,0.0,0,0.0,1.0,0.0,0.0,10,1,1
381,852,325,29.461300741839764,0,0,7.55,0,0,0.0,0,1.0,0.0,0.0,1.0,7,1,1
382,192,486,58.0,0,0,146.5208,38,0,0.0,1,1.0,1.0,0.0,0.0,7,1,1
383,779,234,24.0,0,0,7.75,0,0,0.0,0,1.0,0.0,0.0,1.0,7,1,1
384,1042,547,29.461300741839764,1,0,15.5,0,11,0.0,1,1.0,0.0,0.0,1.0,7,2,0
385,694,114,19.0,0,0,6.75,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
386,105,249,36.0,0,0,31.6792,5,0,0.0,0,1.0,1.0,0.0,0.0,7,1,1
387,1073,580,29.461300741839764,0,0,7.75,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
388,1031,539,34.0,0,0,8.05,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
389,513,557,14.0,1,0,30.0708,0,0,0.0,1,1.0,0.0,1.0,0.0,11,2,0
390,1249,771,29.461300741839764,0,0,7.75,131,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
391,957,458,29.461300741839764,3,1,25.4667,0,0,0.0,0,1.0,0.0,0.0,1.0,7,5,0
392,811,262,48.0,1,3,34.375,0,0,0.0,0,1.0,0.0,0.0,1.0,11,5,0
393,536,632,32.0,0,0,13.0,0,21,0.0,1,1.0,0.0,1.0,0.0,11,1,1
394,416,281,16.0,0,0,26.0,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
395,1243,767,29.461300741839764,0,0,7.225,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
396,247,674,54.0,1,0,59.4,0,18,0.0,1,1.0,1.0,0.0,0.0,11,2,0
397,920,417,29.461300741839764,0,0,7.75,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
398,427,318,1.0,1,1,14.5,0,14,0.0,1,0.0,0.0,1.0,0.0,6,3,0
399,695,115,18.0,0,0,7.8792,0,0,0.0,0,1.0,0.0,0.0,1.0,7,1,1
400,756,210,29.461300741839764,1,0,16.1,0,0,0.0,0,0.0,0.0,0.0,1.0,10,2,0
401,1087,590,28.0,0,0,7.8542,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
402,17,67,50.0,0,1,247.5208,32,18,0.0,1,1.0,1.0,0.0,0.0,11,2,0
403,93,223,53.0,1,1,81.8583,7,5,0.0,1,0.0,1.0,0.0,0.0,3,3,0
404,406,252,40.0,1,0,26.0,0,0,286.0,0,0.0,0.0,1.0,0.0,10,2,0
405,578,796,30.0,1,0,21.0,0,0,0.0,0,0.0,0.0,1.0,0.0,10,2,0
406,1293,825,29.461300741839764,0,0,8.05,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
407,633,30,20.0,0,0,7.8542,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
408,839,313,19.0,0,0,7.775,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
409,755,208,17.0,2,0,8.05,0,0,0.0,0,0.0,0.0,0.0,1.0,10,3,0
410,649,44,23.0,0,0,7.05,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
411,1166,685,29.461300741839764,0,0,7.225,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
412,769,218,22.0,0,0,7.25,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
413,1075,584,23.0,0,0,9.225,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
414,166,375,29.461300741839764,0,0,30.6958,0,8,0.0,0,0.0,1.0,0.0,0.0,10,1,1
415,894,395,4.0,1,1,11.1333,0,9,0.0,1,0.0,0.0,0.0,1.0,6,3,0
416,146,326,49.0,1,0,76.7292,94,13,0.0,1,1.0,1.0,0.0,0.0,11,2,0
417,785,239,22.0,1,0,13.9,0,11,0.0,1,1.0,0.0,0.0,1.0,11,2,0
418,733,185,9.0,1,1,15.9,0,12,0.0,1,0.0,0.0,0.0,1.0,6,3,0
419,819,294,29.461300741839764,0,0,7.75,0,5,0.0,1,1.0,0.0,0.0,1.0,7,1,1
420,441,349,55.0,0,0,16.0,0,5,0.0,1,1.0,0.0,1.0,0.0,11,1,1
421,664,61,20.0,0,0,7.2292,0,9,0.0,1,0.0,0.0,0.0,1.0,10,1,1
422,838,312,28.0,2,0,7.925,0,0,0.0,0,0.0,0.0,0.0,1.0,10,3,0
423,628,25,11.0,4,2,31.275,0,0,0.0,0,1.0,0.0,0.0,1.0,7,7,0
424,1039,545,29.461300741839764,0,0,7.7333,0,11,0.0,1,1.0,0.0,0.0,1.0,7,1,1
425,651,48,30.0,0,0,7.225,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
426,696,120,21.0,0,0,8.6625,0,0,0.0,0,1.0,0.0,0.0,1.0,7,1,1
427,740,193,17.0,0,0,8.6625,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
428,1171,689,14.5,8,2,69.55,0,0,67.0,0,0.0,0.0,0.0,1.0,6,11,0
429,390,212,17.0,0,0,73.5,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
430,1009,516,29.461300741839764,0,0,7.75,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
431,1033,541,29.461300741839764,0,0,7.775,0,23,0.0,1,0.0,0.0,0.0,1.0,10,1,1
432,815,279,29.461300741839764,0,0,14.5,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
433,972,477,28.0,0,0,56.4958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
434,35,98,45.0,0,0,262.375,0,14,0.0,1,1.0,1.0,0.0,0.0,7,1,1
435,282,745,52.0,1,0,78.2667,88,14,0.0,1,1.0,1.0,0.0,0.0,11,2,0
436,440,348,48.0,1,2,65.0,0,21,0.0,1,1.0,0.0,1.0,0.0,11,4,0
437,439,347,49.0,1,2,65.0,0,0,0.0,0,0.0,0.0,1.0,0.0,10,4,0
438,554,709,26.0,0,0,13.0,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
439,934,431,4.0,0,2,22.025,0,12,0.0,1,1.0,0.0,0.0,1.0,7,3,0
440,932,430,22.0,2,0,8.6625,0,0,0.0,0,1.0,0.0,0.0,1.0,7,3,0
441,544,645,34.0,1,0,21.0,0,4,0.0,0,0.0,0.0,1.0,0.0,10,2,0
442,95,225,54.0,1,1,81.8583,7,15,0.0,1,1.0,1.0,0.0,0.0,11,3,0
443,1015,522,55.5,0,0,8.05,0,0,201.0,0,0.0,0.0,0.0,1.0,10,1,1
444,354,111,25.0,1,0,26.0,0,0,0.0,0,0.0,0.0,1.0,0.0,10,2,0
445,305,802,60.0,0,0,26.55,0,0,0.0,0,0.0,1.0,0.0,0.0,1,1,1
446,723,174,31.0,0,0,7.7333,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
447,37,101,29.461300741839764,0,0,26.55,0,21,0.0,1,0.0,1.0,0.0,0.0,10,1,1
448,488,482,50.0,1,0,26.0,0,0,121.0,0,0.0,0.0,1.0,0.0,10,2,0
449,984,489,29.461300741839764,0,0,7.75,0,9,0.0,1,1.0,0.0,0.0,1.0,7,1,1
450,611,11,1.0,0,1,9.35,0,3,0.0,1,0.0,0.0,0.0,1.0,6,2,0
451,219,593,29.461300741839764,0,0,25.7417,0,19,0.0,1,0.0,1.0,0.0,0.0,10,1,1
452,605,5,25.0,0,0,7.65,127,22,0.0,1,0.0,0.0,0.0,1.0,10,1,1
453,865,345,29.461300741839764,0,0,7.75,0,0,0.0,0,1.0,0.0,0.0,1.0,7,1,1
454,30,90,45.0,0,0,35.5,134,0,0.0,0,0.0,1.0,0.0,0.0,10,1,1
455,636,37,18.0,1,0,17.8,0,0,0.0,0,1.0,0.0,0.0,1.0,11,2,0
456,1286,810,38.0,0,0,7.2292,0,24,0.0,1,1.0,0.0,0.0,1.0,11,1,1
457,475,441,26.0,1,1,26.0,0,0,0.0,0,1.0,0.0,1.0,0.0,11,3,0
458,841,314,17.0,0,0,7.7333,0,0,0.0,0,1.0,0.0,0.0,1.0,7,1,1
459,862,342,22.0,0,0,8.9625,0,24,0.0,1,1.0,0.0,0.0,1.0,7,1,1
460,828,302,10.0,5,2,46.9,0,0,0.0,0,1.0,0.0,0.0,1.0,7,8,0
461,265,729,28.0,0,0,35.5,8,19,0.0,1,0.0,1.0,0.0,0.0,10,1,1
462,285,750,64.0,1,0,221.7792,68,0,96.0,0,0.0,1.0,0.0,0.0,10,2,0
463,667,64,27.0,0,0,7.8792,0,0,0.0,0,1.0,0.0,0.0,1.0,7,1,1
464,1238,761,25.0,0,0,7.7958,0,6,0.0,1,0.0,0.0,0.0,1.0,10,1,1
465,1274,788,31.0,3,0,18.0,0,0,0.0,0,0.0,0.0,0.0,1.0,10,4,0
466,45,118,45.0,0,0,26.55,23,0,0.0,0,0.0,1.0,0.0,0.0,5,1,1
467,627,24,9.0,4,2,31.275,0,0,0.0,0,1.0,0.0,0.0,1.0,7,7,0
468,721,165,36.0,0,0,7.4958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
469,676,88,18.0,0,0,7.75,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
470,434,331,7.0,0,2,26.25,0,8,0.0,1,1.0,0.0,1.0,0.0,7,3,0
471,270,734,18.0,1,0,60.0,59,18,0.0,1,1.0,1.0,0.0,0.0,11,2,0
472,76,172,39.0,1,1,83.1583,119,8,0.0,1,1.0,1.0,0.0,0.0,7,3,0
473,595,811,29.461300741839764,0,0,12.875,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
474,340,73,4.0,2,1,39.0,132,3,0.0,1,1.0,0.0,1.0,0.0,7,4,0
475,593,809,33.0,1,2,27.75,0,2,0.0,1,1.0,0.0,1.0,0.0,11,4,0
476,458,376,17.0,0,0,10.5,0,0,0.0,1,1.0,0.0,1.0,0.0,7,1,1
477,1146,652,39.0,0,5,29.125,0,0,299.7699999999997,0,1.0,0.0,0.0,1.0,11,6,0
478,1023,530,29.461300741839764,0,0,7.8792,0,11,0.0,1,1.0,0.0,0.0,1.0,7,1,1
479,1044,549,29.461300741839764,0,0,15.5,0,11,0.0,1,1.0,0.0,0.0,1.0,7,1,1
480,1164,683,29.461300741839764,0,0,7.2292,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
481,1026,534,27.0,0,1,12.475,109,8,0.0,1,1.0,0.0,0.0,1.0,11,2,0
482,486,467,24.0,0,0,10.5,0,0,108.0,0,0.0,0.0,1.0,0.0,10,1,1
483,502,521,41.0,0,1,19.5,0,8,0.0,1,1.0,0.0,1.0,0.0,11,2,0
484,655,53,32.0,1,0,15.85,0,26,0.0,0,0.0,0.0,0.0,1.0,10,2,0
485,615,13,20.0,0,0,7.925,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
486,85,194,38.0,1,0,71.2833,78,14,0.0,1,1.0,1.0,0.0,0.0,11,2,0
487,164,367,35.0,0,0,26.55,0,9,0.0,1,0.0,1.0,0.0,0.0,10,1,1
488,409,268,36.0,0,0,13.0,0,0,236.0,0,0.0,0.0,1.0,0.0,10,1,1
489,746,198,29.0,0,0,7.75,0,7,0.0,1,0.0,0.0,0.0,1.0,10,1,1
490,851,323,45.0,1,0,14.1083,0,3,0.0,1,1.0,0.0,0.0,1.0,11,2,0
491,1227,748,22.0,0,0,9.8375,0,0,0.0,0,1.0,0.0,0.0,1.0,7,1,1
492,777,230,19.0,0,0,8.05,0,23,0.0,1,0.0,0.0,0.0,1.0,10,1,1
493,610,10,40.0,1,0,9.475,0,0,0.0,0,1.0,0.0,0.0,1.0,11,2,0
494,743,196,22.0,0,0,10.5167,0,0,0.0,0,1.0,0.0,0.0,1.0,7,1,1
495,603,3,35.0,1,1,20.25,0,22,0.0,1,1.0,0.0,0.0,1.0,11,3,0
496,1190,706,25.0,0,0,9.5,0,3,0.0,1,0.0,0.0,0.0,1.0,10,1,1
497,279,744,62.0,0,0,26.55,80,0,0.0,0,0.0,1.0,0.0,0.0,10,1,1
498,728,176,43.0,0,0,8.05,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
499,551,656,50.0,0,0,10.5,0,5,0.0,1,1.0,0.0,1.0,0.0,7,1,1
500,132,286,24.0,0,0,79.2,40,0,0.0,0,0.0,1.0,0.0,0.0,10,1,1
501,453,369,21.0,0,0,73.5,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
502,642,41,13.0,4,2,31.3875,0,0,0.0,0,0.0,0.0,0.0,1.0,6,7,0
503,396,228,34.0,0,1,23.0,0,0,0.0,1,1.0,0.0,1.0,0.0,11,2,0
504,125,276,29.461300741839764,0,0,0.0,13,0,0.0,0,0.0,1.0,0.0,0.0,10,1,1
505,1163,678,29.461300741839764,0,0,24.15,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
506,714,154,32.0,0,0,56.4958,0,24,0.0,1,0.0,0.0,0.0,1.0,10,1,1
507,653,51,13.0,0,0,7.2292,0,24,0.0,1,1.0,0.0,0.0,1.0,7,1,1
508,936,432,26.0,1,1,22.025,0,12,0.0,1,1.0,0.0,0.0,1.0,11,3,0
509,357,119,42.0,0,0,13.0,0,0,0.0,0,0.0,0.0,1.0,0.0,13,1,1
510,791,244,17.0,1,1,7.2292,0,0,0.0,0,0.0,0.0,0.0,1.0,10,3,0
511,1126,625,28.0,0,0,7.8958,0,0,0.0,0,1.0,0.0,0.0,1.0,7,1,1
512,999,508,29.461300741839764,0,0,7.75,0,10,0.0,1,1.0,0.0,0.0,1.0,7,1,1
513,110,263,30.0,0,0,27.75,46,0,0.0,0,0.0,1.0,0.0,0.0,10,1,1
514,1065,572,21.0,0,0,7.8,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
515,426,317,30.0,0,0,13.0,0,0,75.0,0,0.0,0.0,1.0,0.0,10,1,1
516,455,372,63.0,1,0,26.0,0,0,0.0,0,0.0,0.0,1.0,0.0,10,2,0
517,1034,542,29.461300741839764,1,1,15.2458,0,24,0.0,1,0.0,0.0,0.0,1.0,6,3,0
518,34,92,42.0,0,0,26.55,90,0,0.0,0,0.0,1.0,0.0,0.0,10,1,1
519,237,661,29.461300741839764,0,0,227.525,0,0,0.0,0,0.0,1.0,0.0,0.0,10,1,1
520,707,134,28.0,0,0,7.7958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
521,757,211,29.461300741839764,1,0,16.1,0,11,0.0,1,1.0,0.0,0.0,1.0,11,2,0
522,732,183,30.0,0,0,8.05,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
523,1132,633,29.461300741839764,0,0,7.8958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
524,463,386,22.0,2,0,31.5,0,0,0.0,0,0.0,0.0,1.0,0.0,10,3,0
525,962,462,29.461300741839764,1,0,15.5,0,0,0.0,0,0.0,0.0,0.0,1.0,10,2,0
526,1220,741,32.0,0,0,8.05,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
527,81,190,64.0,1,1,71.0,17,0,269.0,0,0.0,1.0,0.0,0.0,0,3,0
528,834,310,32.0,0,0,8.3625,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
529,373,160,28.0,1,0,26.0,0,8,0.0,1,1.0,0.0,1.0,0.0,11,2,0
530,677,93,26.0,0,0,7.8958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
531,671,77,22.0,0,0,9.35,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
532,931,429,29.461300741839764,0,0,7.7375,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
533,4,19,25.0,1,2,151.55,55,0,0.0,0,1.0,1.0,0.0,0.0,11,4,0
534,1231,753,29.0,1,1,10.4625,133,0,0.0,0,1.0,0.0,0.0,1.0,11,3,0
535,1156,668,2.0,1,1,20.2125,0,0,0.0,0,1.0,0.0,0.0,1.0,7,3,0
536,471,423,45.0,0,0,13.5,0,21,0.0,1,1.0,0.0,1.0,0.0,11,1,1
537,635,36,25.0,1,0,17.8,0,0,0.0,0,0.0,0.0,0.0,1.0,10,2,0
538,982,487,29.461300741839764,0,0,7.8958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
539,1153,663,47.0,1,0,14.5,0,0,7.0,0,1.0,0.0,0.0,1.0,11,2,0
